  史前一亿年.100.Million.BC.2008.720p.BluRay.H264.AAC-RARBG.1.03GB,magnet:?xt=urn:btih:852af05f5341d0a5e5b186028760b4738d8ff2e1  ,,
  怪人.The.Thing.from.Another.World.1951.720p.BluRay.X264-AMIABLE.4.37GB,magnet:?xt=urn:btih:1e9bac61b1c7fb6b50e08a86062405d6cf4f3252  ,,
  倒霉姐.Jinxed.2013.1080p.WEB-DL.DD5.1.H264-FGT.2.6GB,magnet:?xt=urn:btih:a525432b228a8a36be4bacfefc29d96920ede510  ,,
  Dantes.Inferno.1967.720p.BluRay.x264-GHOULS.3.28GB,magnet:?xt=urn:btih:dca4c05b347a5bde008976bdf0fbe3b8246ce691  ,,
  跤场争雄.Going.to.the.Mat.2004.720p.HDTV.x264-REGRET.2.8GB,magnet:?xt=urn:btih:cab20ddd9d8751d8e050e606b4bbb3de3c472c6e  ,,
  Shag.1989.1080p.HDTV.x264.DD2.0-FGT.8.32GB,magnet:?xt=urn:btih:1bb2c0235f98ecf2823c5c6bbb858757eb3daf81  ,,
  _邦三世：次元大介的墓_.Lupin.the.Third.Jigens.Gravestone.2014.720p.BluRay.x264-BiPOLAR.2.18GB,magnet:?xt=urn:btih:028c7585152dd7b68592ce7e24fcd27d8a9ba883  ,,
  知己知彼.I.Knew.Her.Well.1965.720p.BluRay.x264-SADPANDA.5.46GB,magnet:?xt=urn:btih:7e76c9ce33cb9c4e98c8cde6a71df728034a89da  ,,
  风骚小保姆.The.Babysitter.1995.1080p.BluRay.x264.DD2.0-FGT.12.88GB,magnet:?xt=urn:btih:ecdc3551791e6cd225854f08fbdadcb8fcd1c8a1  ,,
  女兵报到.Cadet.Kelly.2002.720p.HDTV.x264-REGRET.2.99GB,magnet:?xt=urn:btih:1f3d31462eadc499aa20e52d2f453db6e6733bee  ,,
  留住最后一支舞.Save.The.Last.Dance.2001.720p.BluRay.H264.AAC-RARBG.1.36GB,magnet:?xt=urn:btih:76ad42eeacb6e8aa5368d4171ded724c1e4df483  ,,
  卡奥斯.Kaos.1984.720p.BluRay.x264-MELiTE.6.56GB,magnet:?xt=urn:btih:81157513d252fc213d9acb8e80e16a3b1979e335  ,,
  Evil.Things.2012.720p.BluRay.H264.AAC-RARBG.1.15GB,magnet:?xt=urn:btih:5cce8840cfb7a3032c282a868756e9aad1fa2366  ,,
  老爸绑架案.Dadnapped.2009.720p.HDTV.x264-REGRET.2.98GB,magnet:?xt=urn:btih:9e4f368a478dbc9adb4f82dcf2eb559a998a7b6e  ,,
  死不瞑目.Unrest.2006.720p.WEBRip.x264.AAC2.0-FGT.2.14GB,magnet:?xt=urn:btih:75795f7a856c5c0c29ab1825ba78543ec0a7b99a  ,,
  大学预备生.College.2008.720p.BluRay.H264.AAC-RARBG.1.15GB,magnet:?xt=urn:btih:74023a06206255c8720b38cab46e3984c7059cca  ,,
  玛丽娅·布劳恩的婚姻.The.Marriage.of.Maria.Braun.1979.720p.BluRay.x264-NODLABS.5.47GB,magnet:?xt=urn:btih:85b28e53d0d135c71a767e4ddb6f595ff68b08db  ,,
  面对面.Face.to.Face.1967.DUBBED.1080p.BluRay.x264-SADPANDA.7.65GB,magnet:?xt=urn:btih:1bb76666d2b9431579c408e6109108421c3c0988  ,,
  皇家师姐2.Royal.Warriors.1986.CHINESE.1080p.BluRay.x264.DD5.1-FGT.8.99GB,magnet:?xt=urn:btih:9c112107248d6e2b665a435eaa652a7bb92b2a89  ,,
  索魂恶鸟.Dead.Birds.2005.720p.WEB-DL.DD5.1.H264-FGT.2.82GB,magnet:?xt=urn:btih:c8c00fd52c5cf99881ecccc6e2845b64a76514be  ,,
  __.__-.___.__(2015)720p.HDRip.X264.AAC-ob2.mp4.2.44GB,magnet:?xt=urn:btih:472f73ee3a1149313d4d6ba4064e7325eaa7f232  ,,
  White.Ghost.1988.720p.BluRay.H264.AAC-RARBG.1.13GB,magnet:?xt=urn:btih:f2c845bbd3948504c08cbb8fe740dcc2068a2fbf  ,,
  The.Damned.Thing.2014.720p.BluRay.H264.AAC-RARBG.1.05GB,magnet:?xt=urn:btih:09d21e8a8b7e83977405c60d1df484c546833104  ,,
  Buffalo.Dreams.2005.720p.HDTV.x264-REGRET.2.63GB,magnet:?xt=urn:btih:47126a863a46f903948c248128012aa6d90e7612  ,,
  城里的房间.Une.chambre.en.ville.1982.720p.BluRay.x264-SADPANDA.4.36GB,magnet:?xt=urn:btih:23c04e74ec12ce87606277321d3775f9cbc58d9d  ,,
  撒旦的木偶.The.Doll.of.Satan.1969.720p.BluRay.x264-SADPANDA.3.27GB,magnet:?xt=urn:btih:f09bcfa8616a74fbc7e3ba42d3046be1fc4960aa  ,,
  孝义双全.The.Sons.of.Katie.Elder.1965.720p.HDTV.x264.DD5.1-FGT.3.73GB,magnet:?xt=urn:btih:e584215b2bd37e05a1a8f5043bdb49c5c80120c9  ,,
  The.Key.Man.2011.720p.BluRay.H264.AAC-RARBG.1017.36MB,magnet:?xt=urn:btih:5436cdfd0ca6a83c494abb59a8c0fccc43317eb8  ,,
  黑妈白妈，能越狱的都是好妈！.Black.Mama.White.Mama.1973.720p.BluRay.x264-BiPOLAR.3.28GB,magnet:?xt=urn:btih:f26f8d8f0ecd3fdd5c8ce3d834f64060a4f9cf7e  ,,
  屠龙武士.Grendel.2007.720p.BluRay.H264.AAC-RARBG.1.03GB,magnet:?xt=urn:btih:7f3b00aa4324394f4065de3919a510f84db7ac5b  ,,
  我们的故事.The.Story.of.Us.1999.720p.WEB-DL.DD5.1.H264-FGT.2.94GB,magnet:?xt=urn:btih:fc7520039f1c245c807495d668bccc56c04862dc  ,,
  Heart.of.Midnight.1988.1080p.HDTV.x264.DD2.0-FGT.5.84GB,magnet:?xt=urn:btih:ce54f70e58f132e308b2b4aed120ae57cd50f3b7  ,,
  The.Woman.Chaser.1999.720p.NF.WEBRip.AAC2.0.x264-NTb.1.88GB,magnet:?xt=urn:btih:d3462fcdc43e615d6282dc45bd68c003304a0dd7  ,,
  Youll.Like.My.Mother.1972.720p.BluRay.H264.AAC-RARBG.1.13GB,magnet:?xt=urn:btih:6be8610f3c2173de23c119cc235c057ca54165b6  ,,
  See.Jane.Date.2003.720p.HDTV.x264.DD2.0-FGT.2.31GB,magnet:?xt=urn:btih:4cdd8ec2d9cc9288e651f2b2d4e009663dc454cb  ,,
  变形蛇魔.Sssssss.1973.720p.BluRay.H264.AAC-RARBG.1.2GB,magnet:?xt=urn:btih:a265a19bfc841bf4be40eca6bb9452b90633f2c7  ,,
  汤姆历险记.Tom.Sawyer.1973.720p.WEBRip.x264.AAC2.0-REGRET.2.23GB,magnet:?xt=urn:btih:c7b73f8c3a9e299bae20de51d492fd1d066a423a  ,,
  比利杰克.Billy.Jack.1971.1080p.Bluray.X264-DIMENSION.10.94GB,magnet:?xt=urn:btih:a2d9873fc8e3c5dd4c63d9b4bae57b977e62eff0  ,,
  问尘情缘.Ask.the.Dust.2006.720p.BluRay.H264.AAC-RARBG.1.42GB,magnet:?xt=urn:btih:d37600ff95e487525626af1228210946222f3ff7  ,,
  入侵第四帝国.The.Infiltrator.1995.1080p.HDTV.x264.DD2.0-FGT.6.26GB,magnet:?xt=urn:btih:9435511ca16941ec8dfcf98a318eff561e7519e1  ,,
  咫尺天堂.Heaven.Is.Waiting.2011.720p.HDTV.x264-W4F.2.34GB,magnet:?xt=urn:btih:7e2c88ad1314e8ff5adc9a88c54dc3b1eee7bd95  ,,
  直到永远.Always.2014.1080p.WEB-DL.WEB-DL.DD5.1.H264-FGT.3.49GB,magnet:?xt=urn:btih:9fbb5416931ba7119e9414f66eb8f7be221bf6f0  ,,
  The.Master.Gunfighter.1975.1080p.HDTV.x264.DD2.0-FGT.9.95GB,magnet:?xt=urn:btih:b1a0bf9cb561c3233b4b8fa4cd95d86cb90630f5  ,,
  啤酒联盟.Beer.League.2006.720p.BluRay.H264.AAC-RARBG.1.05GB,magnet:?xt=urn:btih:1452a0af21f23afe2560e997502a21dc140f9bfd  ,,
  擒贼擒王.Rio.Lobo.1970.720p.BluRay.H264.AAC-RARBG.1.38GB,magnet:?xt=urn:btih:63c4a748511f947eea4ee0afda59a1f1049d3814  ,,
  神威警探网.The.Enforcer.1951.1080p.BluRay.x264-GECKOS.5.46GB,magnet:?xt=urn:btih:42047730e92dd7571374344d452359d4a6eb6900  ,,
  罢工.Walkout.2006.1080p.HDTV.x264.DD2.0-FGT.8.45GB,magnet:?xt=urn:btih:e147f9034b15eed01dca9a81f5272716367ef2c7  ,,
  噪音.Noise.2007.720p.BluRay.H264.AAC-RARBG.1.3GB,magnet:?xt=urn:btih:ca3ed7c192834d96b57460c8089f74b0ac62a7e7  ,,
  驴子.Donkey.2010.1080p.BluRay.H264.AAC-RARBG.1.68GB,magnet:?xt=urn:btih:f54b6ba696404c99b05a59f0d921e43a04a4a137  ,,
  Pink.String.and.Sealing.Wax.1945.720p.BluRay.x264-BiPOLAR.3.28GB,magnet:?xt=urn:btih:6d1c8df763921dd90a5e00d270721fa460171de6  ,,
  穿高跟鞋的死神.Death.Walks.on.High.Heels.1971.1080p.BluRay.x264-BiPOLAR.7.67GB,magnet:?xt=urn:btih:63d2c89a743ff85e1c010bc711bd6e3b42ea3e1b  ,,
  正常的爱.Normal.2003.1080p.HDTV.x264.DD2.0-FGT.6.6GB,magnet:?xt=urn:btih:12ac32617af765aa9e9b4862c1182d92dff441a1  ,,
  911调查报告.The.911.Commission.Report.2006.720p.BluRay.H264.AAC-RARBG.1.05GB,magnet:?xt=urn:btih:618d5f0eb9585ace45b33f76a1d7e9f31449093f  ,,
  Superbeast.1972.1080p.HDTV.x264.DD2.0-FGT.7.94GB,magnet:?xt=urn:btih:5d9184014da6fe9dc2a4112a85b5bb724fd90b5e  ,,
  豪门恩怨.Poodle.Springs.1998.1080p.HDTV.x264.DD2.0-FGT.5.1GB,magnet:?xt=urn:btih:e0f98e00799886d335ed7ca10eb70ad3a8cd7fc8  ,,
  再上梁山.Tough.Guys.1986.720p.WEB-DL.AAC2.0.H264-FGT.2.94GB,magnet:?xt=urn:btih:2f24e09755b512cf8b49a299a2610f1319b97a77  ,,
  Low.Fidelity.2011.1080p.WEB-DL.DD5.1.H264-FGT.3.7GB,magnet:?xt=urn:btih:a1f8eb724576f94a55a526727bd6cbb0491a13d7  ,,
  症状.Symptoms.1974.720p.BluRay.x264-BiPOLAR.4.37GB,magnet:?xt=urn:btih:10b578d497256cdb3625edf870d9b1de52b38ce1  ,,
  Agent.8.3.4.1964.720p.BluRay.H264.AAC-RARBG.1.16GB,magnet:?xt=urn:btih:771f092dbe20b8eea50aef6cc8df74a2db8d4232  ,,
  Love.Is.A.Verb.2014.720p.BluRay.x264-AN0NYM0US.3.27GB,magnet:?xt=urn:btih:af6c5527c778be5a1f18acf6ac5c18428f4a300f  ,,
  威尔比阴谋.The.Wilby.Conspiracy.1975.720p.WEBRip.x264.AAC2.0-REGRET.2.42GB,magnet:?xt=urn:btih:6373f685b59667481df777c8fc55348bd915f597  ,,
  菲尔非尔德路.Fairfield.Road.2010.720p.BluRay.H264.AAC-RARBG.1.07GB,magnet:?xt=urn:btih:436045307b88087874f0781e93da9555fcd28077  ,,
  赎金世界.World.for.Ransom.1954.1080p.BluRay.x264.DTS-FGT.6.61GB,magnet:?xt=urn:btih:8bdd3170634462cb66023c0cdaeef54d2ecaf003  ,,
  传奇海盗黑胡子船长.Blackbeard.2006.Part1.720p.BluRay.H264.AAC-RARBG.1.03GB,magnet:?xt=urn:btih:ad5d486b167f0ad263d6509919d1b16cc476159f  ,,
  捍卫入侵者.Flight.of.the.Intruder.1991.1080p.BluRay.x264-aAF.7.94GB,magnet:?xt=urn:btih:d7aee78dd83ff5d3aa1456b8a2ba44ad81490c3b  ,,
  进化外星人.Evilution.2008.720p.BluRay.H264.AAC-RARBG.1.1GB,magnet:?xt=urn:btih:6cf5ca3c1cd943e48dc761b9361645e76cfe4ee1  ,,
  Ski.Party.1965.720p.WEBRip.x264.AAC2.0-REGRET.2.27GB,magnet:?xt=urn:btih:b01c03ad1f2a9c940b7c3527627cd36348cbe321  ,,
  Goodbye.Gemini.1970.1080p.BluRay.x264.DTS-DiVULGED.7.46GB,magnet:?xt=urn:btih:729d0389782fabfe65898e3061ed470b49ce7845  ,,
  ____.End.of.Winter,.2014.720p.HD..H264ob.mkv.2.49GB,,
  小野猫吃大老虎.Wildcats.1986.720p.WEB-DL.AAC2.0.H264-FGT.3.12GB,magnet:?xt=urn:btih:d49cc564f6a52694df749b230a33ae23702cf18b  ,,
  正午显影.Mysterious.Object.at.Noon.2000.SUBBED.720p.BluRay.x264-BiPOLAR.4.37GB,magnet:?xt=urn:btih:cb4068e42cc8afcb378bf0486101899185060fe9  ,,
  野草蔓生.River.Of.Grass.1994.720p.BluRay.x264-AN0NYM0US.3.27GB,magnet:?xt=urn:btih:ade63b4ecd904020875a25fa77bc793f36856d8e  ,,
  野草蔓生.River.Of.Grass.1994.720p.BluRay.x264-AN0NYM0US.3.27GB,N  ,,
  Boys.School.1938.720p.BluRay.x264-PHOBOS.4.37GB,magnet:?xt=urn:btih:e0fc89bd421c0d01c81deb403a43de80188c49b5  ,,
  完全なる_育.The.Perfect.Education.1999.720p.BluRay.x264-WiKi.7.71GB,magnet:?xt=urn:btih:8bb439ffa01a7cb13df98ff5955e6a5d7698196d  ,,
  田纳西.Tennessee.2008.720p.BluRay.H264.AAC-RARBG.1.2GB,magnet:?xt=urn:btih:0e2f11cca84b55384140def91ee13a186b554a09  ,,
  友情晚宴.Dinner.with.Friends.2001.1080p.HDTV.x264.DD2.0-FGT.5.5GB,magnet:?xt=urn:btih:1311679bcc6d4a722065c5ab218869b74c254cb0  ,,
  我的子弹会转弯.Kuffs.1992.720p.WEB-DL.AAC2.0.H264-FGT.3.15GB,magnet:?xt=urn:btih:2580289a2752c5655b89cd8a88007b2aaf4368ed  ,,
  遗失的撒马利亚人.The.Lost.Samaritan.2008.720p.BluRay.H264.AAC-RARBG.1.07GB,magnet:?xt=urn:btih:d196fb8784ead7c7cdaec9d0c8f17d7ce1e51fdc  ,,
  末代纳粹特勤团.The.Holcroft.Covenant.1985.720p.BluRay.x264-RedBlade.4.37GB,magnet:?xt=urn:btih:3039fa64cd194fb31ec7f645942251a014770a58  ,,
  陷得太深.In.Too.Deep.1999.720p.BluRay.H264.AAC-RARBG.1.17GB,magnet:?xt=urn:btih:9cf34e1e7b8a6712f4b4e5483307ea5120fc78d5  ,,
  Trancers.III.1992.720p.BluRay.H264.AAC-RARBG.918.24MB,magnet:?xt=urn:btih:bc1462af75165c02b222867c6558dac33bc526b8  ,,
  黑夜灵异录像.Paranormal.Entity.2009.720p.BluRay.H264.AAC-RARBG.1.07GB,magnet:?xt=urn:btih:ce4a467a7a016e9a76daaae2fb0dd7f7b48c4cdb  ,,
  玻璃钥匙.The.Glass.Key.1942.720p.BluRay.x264.RERiP-VETO.3.58GB,magnet:?xt=urn:btih:fa19c8c891a72ec75bc6b6c65d831781c5553b1b  ,,
  紫檀镇.Rosewood.1997.720p.HDTV.x264-SQUEAK.3.06GB,magnet:?xt=urn:btih:36b19fab31a44fd0ac23158cda1ee259cf326f7e  ,,
  孤单但并不孤独.Alone.Yet.Not.Alone.2013.720p.BluRay.x264-UNVEiL.4.37GB,magnet:?xt=urn:btih:99ed0897a59f786701451a3248c0d999c69fbc4f  ,,
  The.Letter.Writer.2011.720p.BluRay.H264.AAC-RARBG.1.03GB,magnet:?xt=urn:btih:841547960b081d72db5df8302900773f8c11e757  ,,
  __非情.Heartless.1968.1080p.BluRay.x264-GHOULS.6.56GB,magnet:?xt=urn:btih:0f9ed37f48d9f990882d3bffaf283da121edd221  ,,
  大_部.__.Gangster.VIP.2.1968.720p.BluRay.x264-GHOULS.4.37GB,magnet:?xt=urn:btih:b0d650e95e3a734a9d71a69e18f3e69332b6c0a9  ,,
  富家子弟.Rich.Kids.1979.1080p.BluRay.x264.DTS-FGT.8.81GB,magnet:?xt=urn:btih:7d01555c95f605fb50cfd6f863c6ed55d3476307  ,,
  野外怪物.Field.Freak.2014.720p.BluRay.H264.AAC-RARBG.1.1GB,magnet:?xt=urn:btih:04a674e12b06639799e236365a5aa91a4c39937f  ,,
  为了弟弟.For.My.Brother.2014.720p.BluRay.x264-RedBlade.4.4GB,magnet:?xt=urn:btih:1f46e46a4896228fdbfec58aae57d94b29d82170  ,,
  时间脱离者.Time_Renegades.2015.720p.HDRip.H264.AAC-CINEFOX.mp4.2.47GB,magnet:?xt=urn:btih:78de45888dd50680cc667c6a7549e66dad0b3819  ,,
  勇者斗恶龙.Dragonquest.2009.1080p.BluRay.H264.AAC-RARBG.1.69GB,magnet:?xt=urn:btih:b1bda8d29fc59d119bac94b6d718c3c8368e6b6f  ,,
  无懈可击.Undefeated.2003.720p.HDTV.x264-SQUEAK.1.88GB,magnet:?xt=urn:btih:a1928422d9504506e4b9c601d45ed8054babceb4  ,,
  我们四个.The.Sum.Of.Us.1994.720p.BluRay.x264-SiNNERS.4.37GB,magnet:?xt=urn:btih:b1e7b1598b4f9f566ecd46d69eddddc0e6e16dfe  ,,
  死里逃生.The.Captive.City.1952.720p.BluRay.x264-SADPANDA.3.27GB,magnet:?xt=urn:btih:75add8e069a33c6049ab065d6fedaac095642731  ,,
  牛仔.The.Cowboys.1972.1080p.BluRay.VC-1.DD5.1-FGT.20.81GB,magnet:?xt=urn:btih:7c91308e9172ff436d07305023c6dcdaab08c974  ,,
  千方百计.O.2001.1080p.BluRay.x264.DTS-FGT.9.89GB,magnet:?xt=urn:btih:37776f9171cf25e149815540369b29325d7aad00  ,,
  边城小镇.Bordertown.2006.720p.BluRay.H264.AAC-RARBG.1.36GB,magnet:?xt=urn:btih:09417432b303d431c2d1b5d68dca39bc69807734  ,,
  绞肉机.The.Mangler.1995.720p.BluRay.H264.AAC-RARBG.1.28GB,magnet:?xt=urn:btih:191bd4ae531208e2fb8c7c5a4b863e52642b47d5  ,,
  Jeff.Dunham.All.Over.the.Map.2014.720p.BluRay.H264.AAC-RARBG.1.01GB,magnet:?xt=urn:btih:9ca1499b06c1e5c2d4ce953dfc90ce401c1d921e  ,,
  人类合约.The.Human.Contract.2008.720p.BluRay.H264.AAC-RARBG.1.3GB,magnet:?xt=urn:btih:091ce8232200b1787f8dbbf87919f546e4e42c82  ,,
  夜总会看门人.Clubbed.2008.720p.BluRay.H264.AAC-RARBG.1.15GB,magnet:?xt=urn:btih:5ca579a134736f981986f009053c2e806d4d5fdd  ,,
  怪物狗.Monster.Dog.1984.720p.BluRay.H264.AAC-RARBG.1.02GB,magnet:?xt=urn:btih:66012dfd3e52483073f5dac829ed6310a5d8020a  ,,
  丫丫姐妹们的神圣秘密.Divine.Secrets.of.the.Ya-Ya.Sisterhood.2002.1080p.AMZN.WEBRip.DDP2.0.x264-monkee.7.09GB,magnet:?xt=urn:btih:f11bf25e179864274fc530d90b1ff63b09d54ce5  ,,
  惊魂骇魄.Somewhere.In.The.Night.1946.720p.BluRay.x264-CiNEFiLE.4.37GB,magnet:?xt=urn:btih:1b0a525daa4dcdf0957c27159f08a24dde2cf41f  ,,
  1966年.Sixty.Six.2006.720p.HDTV.x264-SQUEAK.2.23GB,magnet:?xt=urn:btih:9029e39f621838fd132f87e0f24ddbf7ff4bb9f6  ,,
  嗜血狂鳄.Croc.2007.1080p.BluRay.H264.AAC-RARBG.1.75GB,magnet:?xt=urn:btih:e3a939ebea6d506fed30ea8469cb57983992acb1  ,,
  别动酷刑.Dont.Torture.A.Duckling.1972.DUBBED.720p.BluRay.x264-CREEPSHOW.6.55GB,magnet:?xt=urn:btih:eb62a5bc78cc693996c35c3fe3ac95e2d135b691  ,,
  The.Desperados.1969.1080p.HDTV.x264.DD2.0-FGT.6.79GB,magnet:?xt=urn:btih:d784c3673a0dba11980c2fc6d8f27cba95d8c819  ,,
  婴儿.The.Baby.1973.720p.BluRay.H264.AAC-RARBG.1.03GB,magnet:?xt=urn:btih:b2fc16c65cf4cbd27e3f80fbe2a8a88f94e3a99e  ,,
  城里城外.Town.and.Country.2001.720p.HDTV.x264-SQUEAK.2.43GB,magnet:?xt=urn:btih:aa4b4b36e8772defeed414661b2b12f9c1c39d4a  ,,
  喔!耶路撒冷.O.Jerusalem.2006.1080p.BluRay.H264.AAC-RARBG.1.94GB,magnet:?xt=urn:btih:3df76ecaaf14fe0c36726ab492cf8cf32ec9fd17  ,,
  吸引法则.Laws.of.Attraction.2004.720p.HDTV.x264-SQUEAK.1.33GB,magnet:?xt=urn:btih:4ae9899211b1430c6c663cf5cde7f848a7bb94b1  ,,
  迷沙.Sands.of.Oblivion.2007.1080p.BluRay.x264.DTS-FGT.6.5GB,magnet:?xt=urn:btih:062109370075fb986b2dc9ebdbcf3466e3c2bec3  ,,
  梦魇城堡.Nightmare.Castle.1965.DUBBED.1080p.BluRay.x264-SADPANDA.7.64GB,magnet:?xt=urn:btih:56cd1a4e50c8197d30d60bea59ddad19a8a6e5d8  ,,
  有线大亨战.Weapons.of.Mass.Distraction.1997.720p.HDTV.x264-SQUEAK.2.05GB,magnet:?xt=urn:btih:1a9175074ec424410c0dff9d6ec97e6d23ee103a  ,,
  最后命令.The.Last.Command.1928.720p.BluRay.x264-PSYCHD.4.37GB,magnet:?xt=urn:btih:261e74522d7eaf1eeb90d19c0b435ae62c735481  ,,
  流星侠.Meteor.Man.1993.1080p.HDTV.x264.DD2.0-FGT.5.63GB,magnet:?xt=urn:btih:e1550309901040849fcfa0bb249bdddbb8b38f63  ,,
  满月疑云.China.Moon.1994.720p.HDTV.x264-SQUEAK.1.67GB,magnet:?xt=urn:btih:c8c4d99203ac332617e09d692822c422bc8244bc  ,,
  血红峡谷.Red.Canyon.2008.UNCUT.720p.BluRay.H264.AAC-RARBG.1.19GB,magnet:?xt=urn:btih:fc7ee30dd4acb414e3d1c98977543bc67a1269c5  ,,
  危险狂爱.Underneath.1995.720p.BluRay.H264.AAC-RARBG.1.2GB,magnet:?xt=urn:btih:093ab4bb0792827c61086c0642bf2a093a67fe73  ,,
  灯红酒绿.Bright.Lights.Big.City.1988.1080p.HDTV.x264.DD2.0-FGT.8.36GB,magnet:?xt=urn:btih:504b9ec643922057a7732e766ee6e6d1633041ff  ,,
  山系野狼.The.Wolf.Mountains.2014.720p.HDTV.x264-SQUEAK.1.28GB,magnet:?xt=urn:btih:5aaa3724857b01abb2bc0e02b0a099cbcd9493b5  ,,
  血魔传奇.Castle.of.Blood.1964.DUBBED.1080p.BluRay.x264-SADPANDA.5.46GB,magnet:?xt=urn:btih:2155d1f01e5fa9599b8f3bd9fec88924276fa8d7  ,,
  猎猪.Pig.Hunt.2008.1080p.BluRay.x264.DTS-FGT.6.17GB,magnet:?xt=urn:btih:a35c7a7f215be16bc1232c1b8528858402fe3e95  ,,
  难补情天恨.Agatha.1979.720p.WEB-DL.AAC2.0.H264-FGT.2.75GB,magnet:?xt=urn:btih:6ce231442adca73edb0dda951f2cbb5b83a8a04b  ,,
  飞象计划.Operation.Dumbo.Drop.1995.720p.BluRay.x264-PSYCHD.5.47GB,magnet:?xt=urn:btih:be26cc87083e95b6173ac9e06a87f460863aa0a9  ,,
  黑暗堕落.Black.Dawn.2005.1080p.HDTV.x264.DD5.1-FGT.3.09GB,magnet:?xt=urn:btih:9e00d715c7564e4e2d0686a37f6ff5494ff7f5f8  ,,
  嗜血.Thirst.1979.1080p.BluRay.H264.AAC-RARBG.1.82GB,magnet:?xt=urn:btih:eb2d759636c82f9398cdb76606a7fb31d1ad8055  ,,
  老公出差.The.Out.Of.Towners.1999.720p.WEB-DL.DD5.1.H264-FGT.2.89GB,magnet:?xt=urn:btih:acadc9fab589ff4d2409aed3ee427acf5f211348  ,,
  在美国撒谎.Telling.Lies.in.America.1997.720p.BluRay.H264.AAC-RARBG.1.23GB,magnet:?xt=urn:btih:b110096af5c55c5eb4c745ebc4a1ce8f07e1149f  ,,
  要上帝饶命.The.Dream.Team.1989.720p.BluRay.H264.AAC-RARBG.1.37GB,magnet:?xt=urn:btih:8b52cf0416b86564d7e98ad5c3128dff50237f0b  ,,
  红爪子.Sherlock.Holmes.And.The.Scarlet.Claw.1944.1080p.BluRay.x264-CiNEFiLE.6.56GB,magnet:?xt=urn:btih:dba99a34bbf0bfc0f8410c52059808335a87aa1b  ,,
  与我同眠.Sleep.with.Me.1994.720p.BluRay.x264-SADPANDA.3.27GB,magnet:?xt=urn:btih:280fe7f4d073637f9967244f795d47f28b98a521  ,,
  卡策马赫尔.Katzelmacher.1969.720p.BluRay.x264-MELiTE.3.28GB,magnet:?xt=urn:btih:bc62d9da6f6607f65fbe28d595c01a6b14341e8c  ,,
  摔跤.Wrestling.2007.1080p.BluRay.x264-BiPOLAR.2.18GB,magnet:?xt=urn:btih:217dae85fc25ad0f20def1431b34fe62773b246c  ,,
" ""__的巢穴.Shrew s.Nest.2014.1080p.ESP.Blu-ray.AVC.DTS-HD.MA.5.1-XOXO@HDSky.43.6GB","magnet:?xt=urn:btih:6ab58119890379b5f47153399400d4b9b7c72df6"" ",,
  Battle.B.Boy.2014.720p.BluRay.H264.AAC-RARBG.1.09GB,magnet:?xt=urn:btih:22b1ee6e47419926e0990650c1b40bdfd120b55d  ,,
  Frankenstein.Day.of.the.Beast.2011.1080p.BluRay.x264.DTS-FGT.5.6GB,magnet:?xt=urn:btih:d31830ff2f6f2110e26321b8d7b8ca87681ffd33  ,,
  Nightstalker.2009.720p.BluRay.x264-HD4U.4.36GB,magnet:?xt=urn:btih:a98cd93c2597725e2faaee94d8dbe24d99f166a2  ,,
  Purple.Heart.2005.1080p.BluRay.H264.AAC-RARBG.1.74GB,magnet:?xt=urn:btih:6487982371a7c529ff462d07cc12219b27a13bac  ,,
  不良影响.Bad.Influence.1990.720p.BluRay.x264-NOSCREENS.4.37GB,magnet:?xt=urn:btih:169384d49a77b44f1dc4ec68790f5373bd8ffb95  ,,
  狂热粉丝.Big.Fan.2009.720p.WEB-DL.DD5.1.H264-FGT.2.71GB,magnet:?xt=urn:btih:ed71f7154cfe9261996644c80f3160001c742eea  ,,
  无翼蝙蝠.Bat.Without.Wings.1980.DVDRip.XviD.AC3.SUBBED-RARBG.1.46GB,magnet:?xt=urn:btih:5f38b2765c41fdf64355135ccc07499841662ba9  ,,
  大象.Elephant.1989.720p.BluRay.x264-BiPOLAR.1.45GB,magnet:?xt=urn:btih:691074e1461a0daa1ed70a05fc5d5ac50d455ae5  ,,
  森林鲁滨逊.RRRrrrr.2004.FRENCH.720p.WEB-DL.DD5.1.H264-FGT.2.97GB,magnet:?xt=urn:btih:12565025d75ddf76c3d8120c33c2910824271494  ,,
  娇娃雇佣兵.Hired.To.Kill.1990.1080p.BluRay.x264-SPOOKS.6.56GB,magnet:?xt=urn:btih:c55085019e39062c793a17117044ab6ead3be184  ,,
" ""卡萨诺瓦. 70.Casanova.70.1965.720p.BluRay.x264-USURY.4.37GB","magnet:?xt=urn:btih:3ab38cea60d87186bd9cafc6f68d353e2d857d99"" ",,
  天外来菌.The.Andromeda.Strain.2008.x264.720p.AC3.5.1-aB.mkv.7.94GB,magnet:?xt=urn:btih:24295d235ca00ef5f7d7d91105ad64a65b98b281  ,,
  爱比死更冷.Love.Is.Colder.Than.Death.1969.1080p.BluRay.x264-MELiTE.5.47GB,magnet:?xt=urn:btih:bc825c675b9e4ea8bbe0ba5e6be3d85261c40859  ,,
  超级明星.Superstar.1999.720p.WEB-DL.DD5.1.H264-FGT.2.45GB,magnet:?xt=urn:btih:a026a197c3f0d6aec21012d51b7549ed28f3705f  ,,
